id,jdc,parish,age,conviction_date,charge,state_crime_id,charge_clean_full
672,33,ALLEN,48,2012-09-21,RS 14:64 Armed Robbery / RS 14:(26)64 Conspiracy To Commit Armed Robbery / RS 14:130.1 Obstruction Of Justice,RS 14:64 / RS 14:(26)64 / RS 14:130.1,Armed Robbery / Conspiracy To Commit Armed Robbery / Obstruction Of Justice
673,34,ST. BERNARD,,2000-05-12,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
674,34,ST. BERNARD,70,1987-07-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
675,34,ST. BERNARD,4,2000-12-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
676,35,GRANT,36,2016-06-22,RS 14.51 Aggravated Arson,RS 14.51,Aggravated Arson
677,36,BEAUREGARD,59,1994-05-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
678,36,BEAUREGARD,48,2012-09-14,RS 14.31 Manslaughter,RS 14.31,Manslaughter
679,36,BEAUREGARD,75,1993-04-30,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
680,37,CALDWELL,45,2011-10-25,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
681,37,CALDWELL,58,2007-05-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
682,37,CALDWELL,,2016-01-27,RS 40:967 Distribution Of A Schedule 2 Drug / RS 40:967 Possession Of A Schedule 2 Drug,RS 40:967 / RS 40:967,Distribution Of A Schedule 2 Drug / Possession Of A Schedule 2 Drug
683,38,CAMERON,77,1986-06-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
684,39,RED RIVER,49,2006-10-04,RS 14.31 Manslaughter,RS 14.31,Manslaughter
685,40,ST JOHN THE BAPTIST,58,2011-02-18,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:44.1 Second Degree Kidnapping,RS 14:27; RS 14:30.1 / RS 14:44.1,Attempt; Second Degree Murder / Second Degree Kidnapping
686,40,ST. JOHN THE BAPTIST,38,2006-09-21,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
687,40,ST. JOHN THE BAPTIST,42,2008-05-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
688,40,ST. JOHN THE BAPTIST,53,2012-05-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
689,40,ST. JOHN THE BAPTIST,58,1995-09-07,RS 14:34 Aggravated Battery,RS 14:34,Aggravated Battery
690,40,ST. JOHN THE BAPTIST,55,2009-04-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
691,40,ST. JOHN THE BAPTIST,36,2000-09-20,RS 14:64 Armed Robbery / RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:64 / RS 14:27; RS 14:34,Armed Robbery / Attempt; Armed Robbery
692,40,ST. JOHN THE BAPTIST,45,2002-02-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
693,41,ORLEANS,64,2004-08-31,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
694,41,ORLEANS,40,2008-10-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
695,41,ORLEANS,72,1987-06-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
696,41,ORLEANS,33,2011-11-30,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
697,41,ORLEANS,59,1987-09-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
698,41,ORLEANS,67,1987-03-25,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:64 Armed Robbery",RS 14.42 / RS 14:64,"Aggravated Rape, First Degree Rape / Armed Robbery"
699,41,ORLEANS,62,1998-09-22,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
700,41,ORLEANS,33,2017-04-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
701,41,ORLEANS,76,1994-10-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
702,41,ORLEANS,68,2003-01-16,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
703,41,ORLEANS,47,2004-10-13,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
704,41,ORLEANS,49,2012-07-23,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:44.1 Second Degree Kidnapping / RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14.42 / RS 14:44.1 / RS 14:42.1,"Aggravated Rape, First Degree Rape / Second Degree Kidnapping / Second Degree Rape, Forcible Rape"
705,41,ORLEANS,51,1994-10-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
706,41,ORLEANS,44,2007-02-02,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
707,41,ORLEANS,55,1993-04-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
708,41,ORLEANS,51,2005-03-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
709,41,ORLEANS,50,2007-12-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
710,41,ORLEANS,36,2012-11-28,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
711,41,ORLEANS,55,1990-01-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
712,41,ORLEANS,73,1994-02-08,"RS 14:89.1 Aggravated Crime Against Nature / RS 14.42 Aggravated Rape, First Degree Rape / RS 14:44.1 Second Degree Kidnapping",RS 14:89.1 / RS 14.42 / RS 14:44.1,"Aggravated Crime Against Nature / Aggravated Rape, First Degree Rape / Second Degree Kidnapping"
713,41,ORLEANS,70,2010-04-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
714,41,ORLEANS,71,1983-05-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
715,41,ORLEANS,57,1986-09-04,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:64 Armed Robbery",RS 14.42 / RS 14:64,"Aggravated Rape, First Degree Rape / Armed Robbery"
716,41,ORLEANS,56,1997-04-30,"RS 14:44 Aggravated Kidnapping / RS 14.42 Aggravated Rape, First Degree Rape",RS 14:44 / RS 14.42,"Aggravated Kidnapping / Aggravated Rape, First Degree Rape"
717,41,ORLEANS,52,2012-10-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
718,41,ORLEANS,78,1973-08-22,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
719,41,ORLEANS,78,1988-05-04,RS 14:30 First Degree Murder,RS 14:30,First Degree Murder
720,41,ORLEANS,49,1997-09-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
721,41,ORLEANS,47,2011-06-20,RS 14:95.1 Felon In Possession Of A Firearm / RS 14:62 Simple Burglary,RS 14:95.1 / RS 14:62,Felon In Possession Of A Firearm / Simple Burglary
722,41,ORLEANS,34,2014-12-02,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:64 Armed Robbery",RS 14.42 / RS 14:64,"Aggravated Rape, First Degree Rape / Armed Robbery"
723,41,ORLEANS,70,1979-08-09,RS 14:30 First Degree Murder,RS 14:30,First Degree Murder
724,41,ORLEANS,38,2007-11-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
725,41,ORLEANS,44,2012-04-12,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
726,41,ORLEANS,45,2007-07-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
727,41,ORLEANS,38,2015-03-03,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
728,41,ORLEANS,35,2011-02-14,RS 14.31 Manslaughter,RS 14.31,Manslaughter
729,41,ORLEANS,69,1979-11-18,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
730,41,ORLEANS,48,2009-12-11,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
731,41,ORLEANS,60,2011-03-28,RS 14:43 Simple (Third Degree) Rape,RS 14:43,Simple (Third Degree) Rape
732,41,ORLEANS,52,2013-05-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
733,41,ORLEANS,45,2011-10-04,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
734,41,ORLEANS,48,2015-09-16,RS 14:62.8 Home Invasion,RS 14:62.8,Home Invasion
735,41,ORLEANS,64,2016-09-06,RS 15:542.1.4 Failure To Register As A Sex Offender,RS 15:542.1.4,Failure To Register As A Sex Offender
736,41,ORLEANS,62,2013-10-21,"RS 14:60 Aggravated Burglary / RS 14.42 Aggravated Rape, First Degree Rape",RS 14:60 / RS 14.42,"Aggravated Burglary / Aggravated Rape, First Degree Rape"
737,41,ORLEANS,59,2011-03-28,RS 14:43 Simple (Third Degree) Rape,RS 14:43,Simple (Third Degree) Rape
738,41,ORLEANS,37,2011-07-25,RS 14:64.4 Second Degree Robbery,RS 14:64.4,Second Degree Robbery
739,41,ORLEANS,43,2010-03-11,RS 14.31 Manslaughter,RS 14.31,Manslaughter
740,41,ORLEANS,36,2011-08-17,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
741,41,ORLEANS,52,2008-01-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
742,41,ORLEANS,43,2014-08-13,RS 14:34.1 Second Degree Battery / RS 14:43 Simple (Third Degree) Rape,RS 14:34.1 / RS 14:43,Second Degree Battery / Simple (Third Degree) Rape
743,41,ORLEANS,30,2016-03-22,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
744,41,ORLEANS,65,1980-12-18,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
745,41,ORLEANS,55,1989-06-30,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14.27 Attempt; RS 14.44 Aggravated Kidnapping",RS 14.42 / RS 14.27; RS 14.44,"Aggravated Rape, First Degree Rape / Attempt; Aggravated Kidnapping"
746,41,ORLEANS,48,2000-11-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
747,41,ORLEANS,64,2010-12-01,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
748,41,ORLEANS,53,2007-02-06,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
749,41,ORLEANS,60,1999-08-25,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14.42 / RS 14:42.1,"Aggravated Rape, First Degree Rape / Second Degree Rape, Forcible Rape"
750,41,ORLEANS,59,2008-06-17,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
751,41,ORLEANS,51,2004-08-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
752,41,ORLEANS,42,2009-05-15,RS 14.31 Manslaughter,RS 14.31,Manslaughter
753,41,ORLEANS,59,2010-07-21,RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:27; RS 14.31,Attempt; Manslaughter
754,41,ORLEANS,59,2009-03-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
755,41,ORLEANS,37,2013-03-05,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:95.1 Felon In Possession Of A Firearm,RS 14:27; RS 14:30.1 / RS 14:95.1,Attempt; Second Degree Murder / Felon In Possession Of A Firearm
756,41,ORLEANS,43,2011-03-16,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:95.1 Felon In Possession Of A Firearm,RS 14:27; RS 14:30.1 / RS 14:95.1,Attempt; Second Degree Murder / Felon In Possession Of A Firearm
757,41,ORLEANS,66,1995-01-11,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
758,41,ORLEANS,44,2016-10-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
759,41,ORLEANS,60,2015-09-21,RS 14.27 Attempt; RS 14.42 Aggravated Rape,RS 14.27; RS 14.42,Attempt; Aggravated Rape
760,41,ORLEANS,41,2009-03-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
761,41,ORLEANS,46,2009-03-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
762,41,ORLEANS,39,2015-01-24,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
763,41,ORLEANS,77,1988-08-09,"RS 14:89.1 Aggravated Crime Against Nature / RS 14:42.1 Second Degree Rape, Forcible Rape / RS 14:43.1 Sexual Battery",RS 14:89.1 / RS 14:42.1 / RS 14:43.1,"Aggravated Crime Against Nature / Second Degree Rape, Forcible Rape / Sexual Battery"
764,41,ORLEANS,52,1998-03-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
765,41,ORLEANS,42,1999-07-27,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
766,41,ORLEANS,58,2003-11-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
767,41,ORLEANS,67,1977-09-22,RS 14:30 First Degree Murder,RS 14:30,First Degree Murder
768,41,ORLEANS,71,1983-04-05,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:64 Armed Robbery / RS 14.27 Attempt; RS 14.42 Aggravated Rape",RS 14.42 / RS 14:64 / RS 14.27; RS 14.42,"Aggravated Rape, First Degree Rape / Armed Robbery / Attempt; Aggravated Rape"
769,41,ORLEANS,34,2014-10-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
770,41,ORLEANS,47,1997-10-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
771,41,ORLEANS,64,1984-03-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
772,41,ORLEANS,62,1987-12-10,RS 14:64 Armed Robbery / RS 14:27 Attempt; RS 14:34 Armed Robbery / RS 14.27 Attempt; RS 14:64.1 First Degree Robbery / RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:64 / RS 14:27; RS 14:34 / RS 14.27; RS 14:64.1 / RS 14:27; RS 14.31,Armed Robbery / Attempt; Armed Robbery / Attempt; First Degree Robbery / Attempt; Manslaughter
773,41,ORLEANS,51,1996-03-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
774,41,ORLEANS,36,2008-05-20,RS 14.27 Attempt; RS 14:30 First Degree,RS 14.27; RS 14:30,Attempt; First Degree
775,41,ORLEANS,79,1989-05-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
776,41,ORLEANS,78,1981-12-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
777,41,ORLEANS,61,1987-03-31,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
778,41,ORLEANS,60,1987-03-27,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
779,41,ORLEANS,56,1990-04-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
780,41,ORLEANS,36,2012-01-25,RS 14.31 Manslaughter,RS 14.31,Manslaughter
781,41,ORLEANS,30,2016-06-29,RS 14:64 Armed Robbery / RS 14:34.1 Second Degree Battery / RS 14:30.1 Second Degree Murder,RS 14:64 / RS 14:34.1 / RS 14:30.1,Armed Robbery / Second Degree Battery / Second Degree Murder
782,41,ORLEANS,60,1998-05-27,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
783,41,ORLEANS,51,1995-12-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
784,41,ORLEANS,62,1998-09-24,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
785,41,ORLEANS,46,2001-03-21,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
786,41,ORLEANS,53,1997-01-21,"RS 14:60 Aggravated Burglary / RS 14:89.1 Aggravated Crime Against Nature / RS 14:44 Aggravated Kidnapping / RS 14.42 Aggravated Rape, First Degree Rape",RS 14:60 / RS 14:89.1 / RS 14:44 / RS 14.42,"Aggravated Burglary / Aggravated Crime Against Nature / Aggravated Kidnapping / Aggravated Rape, First Degree Rape"
787,41,ORLEANS,62,1983-05-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
788,41,ORLEANS,37,2014-11-19,RS 14:64.1 First Degree Robbery,RS 14:64.1,First Degree Robbery
789,41,ORLEANS,67,1996-03-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
790,41,ORLEANS,66,1993-08-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
791,41,ORLEANS,45,2000-10-16,RS 14.31 Manslaughter,RS 14.31,Manslaughter
792,41,ORLEANS,49,2000-02-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
793,41,ORLEANS,44,2008-03-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
794,41,ORLEANS,71,2006-11-08,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
795,41,ORLEANS,64,1995-07-18,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
796,41,ORLEANS,55,2002-06-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
797,41,ORLEANS,54,2002-03-12,"RS 14:43.5 Intentional Exposure To Hiv / RS 14:44.1 Second Degree Kidnapping / RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:43.5 / RS 14:44.1 / RS 14:42.1,"Intentional Exposure To Hiv / Second Degree Kidnapping / Second Degree Rape, Forcible Rape"
798,41,ORLEANS,33,2015-08-20,RS 14.31 Manslaughter,RS 14.31,Manslaughter
799,41,ORLEANS,66,1986-02-27,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
800,41,ORLEANS,59,1989-10-04,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
