id,jdc,parish,age,conviction_date,charge,state_crime_id,charge_clean_full
302,19,EAST BATON ROUGE,42,2014-11-20,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
303,19,EAST BATON ROUGE,61,2000-04-12,RS 14:95.1 Felon In Possession Of A Firearm / RS 14:30.1 Second Degree Murder,RS 14:95.1 / RS 14:30.1,Felon In Possession Of A Firearm / Second Degree Murder
304,19,EAST BATON ROUGE,56,2011-06-18,RS 14.31 Manslaughter,RS 14.31,Manslaughter
305,19,EAST BATON ROUGE,71,1983-10-03,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
306,19,EAST BATON ROUGE,58,1997-10-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
307,19,EAST BATON ROUGE,44,2005-06-15,RS 40:967 Possession With Intent To Distribute Schedule II / RS 14:110 Simple Escape,RS 40:967 / RS 14:110,Possession With Intent To Distribute Schedule II / Simple Escape
308,19,EAST BATON ROUGE,56,1989-08-11,"RS 14:89.1 Aggravated Crime Against Nature / RS 14.42 Aggravated Rape, First Degree Rape",RS 14:89.1 / RS 14.42,"Aggravated Crime Against Nature / Aggravated Rape, First Degree Rape"
309,19,EAST BATON ROUGE,50,1994-10-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
310,19,EAST BATON ROUGE,36,2012-10-17,RS 14:60 Aggravated Burglary / RS 14:64 Armed Robbery,RS 14:60 / RS 14:64,Aggravated Burglary / Armed Robbery
311,19,EAST BATON ROUGE,48,2007-03-07,RS 14:27 Attempt / RS 14:64.1 First Degree Robbery / RS 14:61.1 First Degree Robbery,RS 14:27 / RS 14:64.1 / RS 14:61.1,Attempt / First Degree Robbery / First Degree Robbery
312,19,EAST BATON ROUGE,53,2005-06-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
313,19,EAST BATON ROUGE,59,1991-02-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
314,19,EAST BATON ROUGE,63,1995-03-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
315,19,EAST BATON ROUGE,62,1999-06-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
316,19,EAST BATON ROUGE,67,1978-03-22,RS 14:44 Aggravated Kidnapping / RS 14:54 Simple Kidnapping,RS 14:44 / RS 14:54,Aggravated Kidnapping / Simple Kidnapping
317,19,EAST BATON ROUGE,46,2006-08-23,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
318,19,EAST BATON ROUGE,58,2008-10-17,RS 40:967 Possession With Intent To Distribute Schedule II,RS 40:967,Possession With Intent To Distribute Schedule II
319,19,EAST BATON ROUGE,71,1982-10-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
320,19,EAST BATON ROUGE,39,2016-11-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
321,19,EAST BATON ROUGE,48,2000-08-08,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
322,19,EAST BATON ROUGE,61,1982-02-25,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
323,19,EAST BATON ROUGE,48,2003-07-31,RS 14:64 Armed Robbery / RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:64 / RS 14:27; RS 14:34,Armed Robbery / Attempt; Armed Robbery
324,19,EAST BATON ROUGE,70,1980-07-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
325,19,EAST BATON ROUGE,61,1991-03-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
326,19,EAST BATON ROUGE,47,2016-01-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
327,19,EAST BATON ROUGE,64,2004-07-08,RS 14:27 Attempt; RS 14:34 Armed Robbery / RS 14:95.1 Felon In Possession Of A Firearm,RS 14:27; RS 14:34 / RS 14:95.1,Attempt; Armed Robbery / Felon In Possession Of A Firearm
328,19,EAST BATON ROUGE,61,1987-03-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
329,19,EAST BATON ROUGE,54,1998-05-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
330,19,EAST BATON ROUGE,44,2015-10-02,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
331,19,EAST BATON ROUGE,58,1995-08-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
332,19,EAST BATON ROUGE,43,2003-06-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
333,19,EAST BATON ROUGE,60,1992-03-06,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
334,19,EAST BATON ROUGE,47,1997-06-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
335,19,EAST BATON ROUGE,55,2009-09-24,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
336,19,EAST BATON ROUGE,68,2010-06-24,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
337,19,EAST BATON ROUGE,68,1985-12-18,"RS 14:89.1 Aggravated Crime Against Nature / RS 14.42 Aggravated Rape, First Degree Rape",RS 14:89.1 / RS 14.42,"Aggravated Crime Against Nature / Aggravated Rape, First Degree Rape"
338,19,EAST BATON ROUGE,71,2014-07-14,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
339,19,EAST BATON ROUGE,52,1994-10-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
340,19,EAST BATON ROUGE,59,2005-02-25,RS 14:34 Aggravated Battery,RS 14:34,Aggravated Battery
341,19,EAST BATON ROUGE,77,1981-05-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
342,19,EAST BATON ROUGE,47,2007-08-09,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
343,19,EAST BATON ROUGE,66,2006-02-02,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
344,19,EAST BATON ROUGE,53,1996-09-18,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
345,19,EAST BATON ROUGE,43,2014-07-03,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:95.1 Felon In Possession Of A Firearm,RS 14:27; RS 14:30.1 / RS 14:95.1,Attempt; Second Degree Murder / Felon In Possession Of A Firearm
346,19,EAST BATON ROUGE,64,1994-10-06,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
347,19,EAST BATON ROUGE,66,1983-08-10,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
348,19,EAST BATON ROUGE,60,2007-12-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
349,19,EAST BATON ROUGE,62,1986-06-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
350,19,EAST BATON ROUGE,62,1987-12-04,RS 14:44 Aggravated Kidnapping,RS 14:44,Aggravated Kidnapping
351,19,EAST BATON ROUGE,58,2005-06-03,RS 14.31 Manslaughter,RS 14.31,Manslaughter
352,19,EAST BATON ROUGE,45,2001-11-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
353,19,EAST BATON ROUGE,68,1979-11-06,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
354,19,EAST BATON ROUGE,58,2017-04-21,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
355,20,EAST FELICIANA,42,2015-10-15,RS 14.31 Manslaughter,RS 14.31,Manslaughter
356,20,EAST FELICIANA,47,2005-02-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
357,20,EAST FELICIANA,,2008-08-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
358,20,EAST FELICIANA,45,2004-08-26,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
359,20,EAST FELICIANA,47,2000-08-29,RS 14:60 Aggravated Burglary / RS 14.27 Attempt; RS 14:30 First Degree,RS 14:60 / RS 14.27; RS 14:30,Aggravated Burglary / Attempt; First Degree
360,20,WEST FELICIANA,47,2000-03-21,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
361,21,LIVINGSTON,69,2014-02-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
362,21,LIVINGSTON,67,1991-03-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
363,21,LIVINGSTON,36,2012-02-03,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
364,21,LIVINGSTON,38,1999-07-22,RS 14:62.8 Home Invasion,RS 14:62.8,Home Invasion
365,21,LIVINGSTON,,2015-04-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
366,21,TANGIPAHOA,45,2011-10-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
367,21,TANGIPAHOA,39,1996-08-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
368,21,TANGIPAHOA,74,1984-10-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
369,21,TANGIPAHOA,64,2000-01-05,RS 14:30.1 Second Degree Murder / RS 14:65 Simple Robbery,RS 14:30.1 / RS 14:65,Second Degree Murder / Simple Robbery
370,21,TANGIPAHOA,50,1991-04-30,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
371,21,TANGIPAHOA,59,1999-05-07,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
372,21,TANGIPAHOA,47,1996-06-06,RS 14:27 Attempt; RS 14:34 Armed Robbery / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:34 / RS 14:30.1,Attempt; Armed Robbery / Second Degree Murder
373,21,TANGIPAHOA,55,2003-07-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
374,21,TANGIPAHOA,45,2011-09-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
375,21,TANGIPAHOA,47,2009-10-30,RS 14.31 Manslaughter,RS 14.31,Manslaughter
376,22,ST. TAMMANY,62,2005-04-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
377,22,ST. TAMMANY,67,2006-04-19,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
378,22,ST. TAMMANY,49,2005-08-04,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
379,22,ST. TAMMANY,65,2012-05-11,"RS 14:89.1(A)(2)(a) Aggravated Incest / RS 14.42 Aggravated Rape, First Degree Rape",RS 14:89.1(A)(2)(a) / RS 14.42,"Aggravated Incest / Aggravated Rape, First Degree Rape"
380,22,ST. TAMMANY,55,2012-02-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
381,22,ST. TAMMANY,56,1993-03-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
382,22,ST. TAMMANY,37,2008-04-16,RS 14.31 Manslaughter,RS 14.31,Manslaughter
383,22,ST. TAMMANY,58,2009-03-14,RS 40:967 Distribution Of A Schedule 2 Drug,RS 40:967,Distribution Of A Schedule 2 Drug
384,22,ST. TAMMANY,69,1999-12-02,RS 14:89.1(A)(2)(a) Aggravated Incest,RS 14:89.1(A)(2)(a),Aggravated Incest
385,22,ST. TAMMANY,47,1999-11-04,RS 14.31 Manslaughter,RS 14.31,Manslaughter
386,22,ST. TAMMANY,32,1994-09-30,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
387,22,ST. TAMMANY,41,1995-09-27,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
388,22,ST. TAMMANY,65,2012-06-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
389,22,ST. TAMMANY,40,2009-10-14,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
390,22,ST. TAMMANY,47,2012-08-07,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
391,22,ST. TAMMANY,69,2012-09-14,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
392,22,ST. TAMMANY,38,2016-02-03,RS 40:967 Distribution Of A Schedule 2 Drug,RS 40:967,Distribution Of A Schedule 2 Drug
393,22,ST. TAMMANY,50,2013-03-07,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
394,22,ST. TAMMANY,48,2015-07-09,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
395,22,ST. TAMMANY,49,2013-05-02,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
396,22,ST. TAMMANY,56,2000-10-25,RS 14:81(27) Indecent Behavior With Juveniles  Attempted,RS 14:81(27),Indecent Behavior With Juveniles  Attempted
397,22,ST. TAMMANY,44,2005-03-02,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
398,22,ST. TAMMANY,58,2011-07-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
399,22,ST. TAMMANY,47,2016-03-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
400,22,ST. TAMMANY,48,2014-04-24,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
401,22,ST. TAMMANY,54,2012-08-11,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
402,22,ST. TAMMANY,46,1999-09-09,RS 14:64 Armed Robbery / RS 14:27 Attempt; RS 14:34 Armed Robbery / RS 14:108.1. Flight From An Officer; Aggravated Flight From An Officer,RS 14:64 / RS 14:27; RS 14:34 / RS 14:108.1.,Armed Robbery / Attempt; Armed Robbery / Flight From An Officer; Aggravated Flight From An Officer
403,22,ST. TAMMANY,47,1999-09-09,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
404,22,ST. TAMMANY,50,2011-11-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
405,22,ST. TAMMANY,73,2011-06-16,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
406,22,ST. TAMMANY,59,2006-05-18,RS 14:30 First Degree Murder,RS 14:30,First Degree Murder
407,22,ST. TAMMANY,66,2001-01-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
408,22,ST. TAMMANY,75,2003-10-24,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
409,22,ST. TAMMANY,60,2008-11-20,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
410,22,ST. TAMMANY,,2015-11-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
411,22,ST. TAMMANY,33,2002-10-30,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
412,22,ST. TAMMANY,44,2003-10-30,RS 14:64 Armed Robbery / RS 14:95.1 Felon In Possession Of A Firearm,RS 14:64 / RS 14:95.1,Armed Robbery / Felon In Possession Of A Firearm
413,22,ST. TAMMANY,49,2010-04-06,RS 14:95.1 Felon In Possession Of A Firearm / RS 40:967C Possession Of Cocaine,RS 14:95.1 / RS 40:967C,Felon In Possession Of A Firearm / Possession Of Cocaine
414,22,ST. TAMMANY,63,2010-02-03,RS 40:983 Operation Of A Clandestine Methamphetamine Laboratory / RS 40:967 Possession Of A Schedule 2 Drug,RS 40:983 / RS 40:967,Operation Of A Clandestine Methamphetamine Laboratory / Possession Of A Schedule 2 Drug
415,22,ST. TAMMANY,60,2000-05-18,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
416,22,ST. TAMMANY,64,2002-06-14,RS 14:60 Aggravated Burglary / RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:60 / RS 14:27; RS 14:30.1,Aggravated Burglary / Attempt; Second Degree Murder
417,22,ST. TAMMANY,47,1983-04-06,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
418,22,ST. TAMMANY,51,1999-05-27,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
419,22,ST. TAMMANY,51,2010-01-13,RS 40:967 Possession With Intent To Distribute Schedule II,RS 40:967,Possession With Intent To Distribute Schedule II
420,22,ST. TAMMANY,40,1985-04-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
421,22,ST. TAMMANY,43,2008-09-10,RS 14:30 First Degree Murder,RS 14:30,First Degree Murder
422,22,ST. TAMMANY,,2000-06-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
423,22,ST. TAMMANY,46,1997-08-29,RS 14:108.1. Flight From An Officer; Aggravated Flight From An Officer,RS 14:108.1.,Flight From An Officer; Aggravated Flight From An Officer
424,22,ST. TAMMANY,39,2014-08-12,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
425,22,WASHINGTON,50,2005-04-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
426,22,WASHINGTON,44,2011-09-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
427,22,WASHINGTON,38,1992-11-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
428,22,WASHINGTON,48,2012-11-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
429,22,WASHINGTON,55,2011-10-24,RS 14:44 Aggravated Kidnapping / RS 14.27 Attempt; RS 14:54 Simple Kidnapping,RS 14:44 / RS 14.27; RS 14:54,Aggravated Kidnapping / Attempt; Simple Kidnapping
430,22,WASHINGTON,67,2016-04-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
431,22,WASHINGTON,49,2011-03-02,"RS 14:78.1 Aggravated Incest (Repealed In 2014) / RS 14.42 Aggravated Rape, First Degree Rape",RS 14:78.1 / RS 14.42,"Aggravated Incest (Repealed In 2014) / Aggravated Rape, First Degree Rape"
432,22,WASHINGTON,30,2001-04-19,"RS 14:34 Aggravated Battery / RS 14:44 Aggravated Kidnapping / RS 14.42 Aggravated Rape, First Degree Rape / RS 14:27 Attempt; RS 14.31 Manslaughter / RS 14:95.1 Felon In Possession Of A Firearm / RS 14:108.1. Flight From An Officer; Aggravated Flight From An Officer / RS 14:67.26 Theft Of Motor Vechicle <1500",RS 14:34 / RS 14:44 / RS 14.42 / RS 14:27; RS 14.31 / RS 14:95.1 / RS 14:108.1. / RS 14:67.26,"Aggravated Battery / Aggravated Kidnapping / Aggravated Rape, First Degree Rape / Attempt; Manslaughter / Felon In Possession Of A Firearm / Flight From An Officer; Aggravated Flight From An Officer / Theft Of Motor Vechicle <1500"
433,22,WASHINGTON,55,2017-04-27,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
434,22,WASHINGTON,46,2007-11-28,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
435,22,WASHINGTON,63,2014-05-22,RS 14:27 Attempt; RS 14:43.1 Sexual Battery,RS 14:27; RS 14:43.1,Attempt; Sexual Battery
436,22,WASHINGTON,65,2009-08-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
437,22,WASHINGTON,50,2005-01-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
438,22,WASHINGTON,39,1999-07-29,RS 14.31 Manslaughter,RS 14.31,Manslaughter
439,22,WASHINGTON,64,2012-11-14,RS 14.31 Manslaughter,RS 14.31,Manslaughter
440,22,WASHINGTON,51,2012-05-11,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
441,22,WASHINGTON,51,2010-01-15,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
442,22,WASHINGTON,38,2004-09-02,RS 14.27 Attempt; RS 14:81.2 Molestation Of A Juvenile,RS 14.27; RS 14:81.2,Attempt; Molestation Of A Juvenile
443,22,WASHINGTON,57,2015-02-11,RS 14.27 Attempt; RS 14.42 Aggravated Rape / RS 14:43.2 Second Degree Sexual Battery,RS 14.27; RS 14.42 / RS 14:43.2,Attempt; Aggravated Rape / Second Degree Sexual Battery
444,22,WASHINGTON,,2011-03-02,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
445,23,ASCENSION,50,2001-07-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
446,23,ASCENSION,47,2012-01-13,RS 14.31 Manslaughter,RS 14.31,Manslaughter
447,23,ASCENSION,51,1994-08-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
448,23,ASCENSION,42,2006-06-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
449,23,ASCENSION,53,2008-03-06,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
450,23,ASCENSION,63,2010-02-28,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
451,23,ASCENSION,48,1993-03-05,RS 14:60 Aggravated Burglary / RS 14:62.3 Unauthorized Entry To An Inhabited Dwelling,RS 14:60 / RS 14:62.3,Aggravated Burglary / Unauthorized Entry To An Inhabited Dwelling
452,23,ASCENSION,,1999-01-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
453,23,ASCENSION,66,2004-08-05,RS 14:27 Attempt; RS 14:34 Armed Robbery / RS 14:44.1 Second Degree Kidnapping,RS 14:27; RS 14:34 / RS 14:44.1,Attempt; Armed Robbery / Second Degree Kidnapping
454,23,ASCENSION,42,2015-11-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
455,23,ASCENSION,44,2000-10-18,RS 14.31 Manslaughter,RS 14.31,Manslaughter
456,23,Ascension,,2011-05-13,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
457,23,ASSUMPTION,68,2006-06-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
458,23,ASSUMPTION,41,2003-03-11,RS 14.27 Attempt; RS 14.42 Aggravated Rape,RS 14.27; RS 14.42,Attempt; Aggravated Rape
459,23,ST. JAMES,56,2004-05-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
460,24,JEFFERSON,38,2012-05-10,RS 14:95.1 Felon In Possession Of A Firearm / RS 14:30.1 Second Degree Murder,RS 14:95.1 / RS 14:30.1,Felon In Possession Of A Firearm / Second Degree Murder
461,24,JEFFERSON,41,2004-06-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
462,24,JEFFERSON,44,2014-08-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
463,24,JEFFERSON,61,1999-10-28,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
464,24,JEFFERSON,37,2011-10-19,RS 14:95.1 Felon In Possession Of A Firearm / RS 14:30.1 Second Degree Murder,RS 14:95.1 / RS 14:30.1,Felon In Possession Of A Firearm / Second Degree Murder
465,24,JEFFERSON,32,2012-03-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
466,24,JEFFERSON,49,2006-06-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
467,24,JEFFERSON,46,2004-07-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
468,24,JEFFERSON,36,2012-10-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
469,24,JEFFERSON,47,2003-02-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
470,24,JEFFERSON,56,1994-01-04,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
471,24,JEFFERSON,49,1997-09-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
472,24,JEFFERSON,,2004-07-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
473,24,JEFFERSON,49,2001-03-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
474,24,JEFFERSON,47,2013-03-21,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:43.1 Sexual Battery",RS 14.42 / RS 14:43.1,"Aggravated Rape, First Degree Rape / Sexual Battery"
475,24,JEFFERSON,35,2011-09-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
476,24,JEFFERSON,39,2011-11-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
477,24,JEFFERSON,39,2014-05-08,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
478,24,JEFFERSON,61,1983-05-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
479,24,JEFFERSON,79,2000-12-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
480,24,JEFFERSON,40,2015-09-24,RS 14:32.5 Feticide / RS 14:30.1 Second Degree Murder,RS 14:32.5 / RS 14:30.1,Feticide / Second Degree Murder
481,24,JEFFERSON,37,2012-10-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
482,24,JEFFERSON,54,2016-05-17,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
483,24,JEFFERSON,44,2004-01-30,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
484,24,JEFFERSON,56,2003-04-30,RS 14:64 Armed Robbery / RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:93 Cruelty To Juveniles,RS 14:64 / RS 14:27; RS 14:30.1 / RS 14:93,Armed Robbery / Attempt; Second Degree Murder / Cruelty To Juveniles
485,24,JEFFERSON,36,2014-04-09,"RS 14:27 Attempt; RS 14.31 Manslaughter / RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:27; RS 14.31 / RS 14:42.1,"Attempt; Manslaughter / Second Degree Rape, Forcible Rape"
486,24,JEFFERSON,60,1994-09-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
487,24,JEFFERSON,43,2014-08-26,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
488,24,JEFFERSON,40,2013-03-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
489,24,JEFFERSON,52,2012-10-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
490,24,JEFFERSON,37,2013-01-10,RS 14:27 Attempt; RS 14:34 Armed Robbery / RS 14:95.1 Felon In Possession Of A Firearm,RS 14:27; RS 14:34 / RS 14:95.1,Attempt; Armed Robbery / Felon In Possession Of A Firearm
491,24,JEFFERSON,58,2009-05-13,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
492,24,JEFFERSON,65,2011-04-04,RS 14.51 Aggravated Arson,RS 14.51,Aggravated Arson
493,24,JEFFERSON,51,2016-02-19,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
494,24,JEFFERSON,59,1995-11-29,RS 14:64.1 First Degree Robbery,RS 14:64.1,First Degree Robbery
