id,sentence_id,jdc,parish,age,conviction_date,charge,state_crime_id,charge_clean_full
58,1,1,CADDO,47,1999-03-25,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
59,1,1,CADDO,44,2009-03-19,RS 14.31 Manslaughter,RS 14.31,Manslaughter
60,1,1,CADDO,45,2004-09-29,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
61,1,1,CADDO,47,2014-04-10,RS 14:44.1 Second Degree Kidnapping,RS 14:44.1,Second Degree Kidnapping
61,2,1,CADDO,47,2014-04-10,RS 14.27 Attempt; RS 14:30 First Degree,RS 14.27; RS 14:30,Attempt; First Degree
62,1,1,CADDO,67,2017-08-23,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
63,1,1,CADDO,57,2005-12-01,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
64,1,1,CADDO,59,2011-06-23,RS 14:44.1 Second Degree Kidnapping,RS 14:44.1,Second Degree Kidnapping
65,1,1,CADDO,47,2003-04-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
66,1,1,CADDO,29,2018-07-24,RS 14:43 Simple (Third Degree) Rape,RS 14:43,Simple (Third Degree) Rape
67,1,1,CADDO,64,1997-03-20,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
68,1,1,CADDO,34,2013-05-14,RS 14.31 Manslaughter,RS 14.31,Manslaughter
69,1,1,CADDO,47,1999-06-23,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
69,2,1,CADDO,47,1999-06-23,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
70,1,1,CADDO,65,1985-04-22,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
70,2,1,CADDO,65,1985-04-22,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
70,3,1,CADDO,65,1985-04-22,RS 14:89.1 Aggravated Crime Against Nature,RS 14:89.1,Aggravated Crime Against Nature
71,1,1,CADDO,45,2000-05-24,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
72,1,1,CADDO,53,1993-08-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
73,1,1,CADDO,56,1995-06-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
73,2,1,CADDO,56,1995-06-29,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
74,1,1,CADDO,46,2004-01-16,RS 14.31 Manslaughter,RS 14.31,Manslaughter
75,1,1,CADDO,55,2004-12-03,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
76,1,1,CADDO,48,2002-08-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
77,1,1,CADDO,73,1980-10-16,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
77,2,1,CADDO,73,1980-10-16,RS 14.27 Attempt; RS 14:30 First Degree,RS 14.27; RS 14:30,Attempt; First Degree
78,1,1,CADDO,49,2004-09-29,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
79,1,1,CADDO,65,1984-09-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
80,1,1,CADDO,29,2018-01-12,RS 14.31 Manslaughter,RS 14.31,Manslaughter
81,1,1,CADDO,44,2005-10-12,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
82,1,1,CADDO,,1987-01-23,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
82,2,1,CADDO,,1987-01-23,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
83,1,1,CADDO,37,2010-11-18,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
84,1,1,CADDO,70,2004-09-16,RS 14:81.2 Molestation Of A Juvenile,RS 14:81.2,Molestation Of A Juvenile
85,1,1,CADDO,42,2004-06-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
86,1,1,CADDO,,1980-05-08,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
87,1,1,CADDO,45,2005-01-11,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
88,1,1,CADDO,53,2004-07-02,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
89,1,2,BIENVILLE,85,1997-09-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
90,1,2,BIENVILLE,40,1988-09-21,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
91,1,2,BIENVILLE,46,2006-01-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
92,1,2,BIENVILLE,52,2003-03-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
93,1,2,BIENVILLE,44,2011-09-01,RS 14:44.1 Second Degree Kidnapping,RS 14:44.1,Second Degree Kidnapping
93,2,2,BIENVILLE,44,2011-09-01,RS 14:37 Aggravated Assault,RS 14:37,Aggravated Assault
94,1,2,CLAIBORNE,66,1996-02-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
95,1,2,JACKSON,48,2005-09-22,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
96,1,3,LINCOLN,60,1991-02-08,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
97,1,3,LINCOLN,66,1992-12-11,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
98,1,3,LINCOLN,70,2006-03-02,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
99,1,3,LINCOLN,48,1990-03-20,"RS 14:98.4. Operating While Intoxicated, Fourth Offense",RS 14:98.4.,"Operating While Intoxicated, Fourth Offense"
100,1,3,UNION,60,1994-10-20,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
101,1,3,UNION,,2017-04-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
102,1,4,MOREHOUSE,54,1997-05-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
103,1,4,MOREHOUSE,55,1994-05-13,RS 14.27 Attempt; RS 14.42 Aggravated Rape,RS 14.27; RS 14.42,Attempt; Aggravated Rape
104,1,4,MOREHOUSE,71,2012-03-14,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
104,2,4,MOREHOUSE,71,2012-03-14,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
105,1,4,MOREHOUSE,45,2009-06-26,RS 14:34 Aggravated Battery,RS 14:34,Aggravated Battery
105,2,4,MOREHOUSE,45,2009-06-26,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
106,1,4,MOREHOUSE,74,2004-01-30,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
106,2,4,MOREHOUSE,74,2004-01-30,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
107,1,4,MOREHOUSE,48,1998-02-03,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
108,1,4,MOREHOUSE,45,1994-11-04,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
109,1,4,MOREHOUSE,,1987-01-13,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
109,2,4,MOREHOUSE,,1987-01-13,RS 14:89.1 Aggravated Crime Against Nature,RS 14:89.1,Aggravated Crime Against Nature
110,1,4,OUACHITA,53,2003-11-03,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
111,1,4,OUACHITA,47,2015-03-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
112,1,4,OUACHITA,73,2012-03-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
113,1,4,OUACHITA,45,2010-03-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
114,1,4,OUACHITA,49,2012-05-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
115,1,4,OUACHITA,48,2011-10-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
116,1,4,OUACHITA,52,2011-09-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
117,1,4,OUACHITA,67,1992-01-18,RS 14:89.1(A)(2)(a) Aggravated Incest,RS 14:89.1(A)(2)(a),Aggravated Incest
118,1,4,OUACHITA,55,2006-04-21,RS 40:967 Possession With Intent To Distribute Schedule II,RS 40:967,Possession With Intent To Distribute Schedule II
119,1,4,OUACHITA,53,2005-07-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
119,2,4,OUACHITA,53,2005-07-21,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
119,3,4,OUACHITA,53,2005-07-21,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
120,1,4,OUACHITA,59,1996-02-22,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
120,2,4,OUACHITA,59,1996-02-22,RS 14.27 Attempt; RS 14.42 Aggravated Rape,RS 14.27; RS 14.42,Attempt; Aggravated Rape
120,3,4,OUACHITA,59,1996-02-22,RS 14:64.1 First Degree Robbery,RS 14:64.1,First Degree Robbery
121,1,4,OUACHITA,61,1997-05-30,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
121,2,4,OUACHITA,61,1997-05-30,RS 14:34 Aggravated Battery,RS 14:34,Aggravated Battery
121,3,4,OUACHITA,61,1997-05-30,RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:27; RS 14.31,Attempt; Manslaughter
122,1,4,OUACHITA,53,2008-11-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
123,1,4,OUACHITA,51,2013-01-07,RS 14.31 Manslaughter,RS 14.31,Manslaughter
124,1,4,OUACHITA,51,1988-10-28,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
124,3,4,OUACHITA,51,1988-10-28,RS 14:89.1(A)(2)(a) Aggravated Incest,RS 14:89.1(A)(2)(a),Aggravated Incest
125,1,4,OUACHITA,33,2010-03-31,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
126,1,4,OUACHITA,62,2009-07-14,RS 14:64.1 First Degree Robbery,RS 14:64.1,First Degree Robbery
126,2,4,OUACHITA,62,2009-07-14,RS 14:89.1 Aggravated Crime Against Nature,RS 14:89.1,Aggravated Crime Against Nature
126,3,4,OUACHITA,62,2009-07-14,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
127,1,4,OUACHITA,67,1997-02-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
128,1,4,OUACHITA,55,2003-03-18,RS 14:64.2 Carjacking,RS 14:64.2,Carjacking
129,1,4,OUACHITA,56,1996-02-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
130,1,4,OUACHITA,53,1994-02-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
131,1,4,OUACHITA,,2000-08-04,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
132,1,4,OUACHITA,46,2016-07-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
133,1,4,OUACHITA,50,1979-07-19,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
134,1,4,OUACHITA,68,2008-02-02,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
135,1,4,OUACHITA,49,1985-10-22,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
135,2,4,OUACHITA,49,1985-10-22,RS 14:46.1 False Imprisonment; Offender Armed With Dangerous Weapon,RS 14:46.1,False Imprisonment; Offender Armed With Dangerous Weapon
136,1,4,OUACHITA,57,2002-09-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
137,1,4,OUACHITA,60,2011-02-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
138,1,5,FRANKLIN,78,2014-08-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
139,1,5,RICHLAND,37,1994-02-22,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
140,1,6,MADISON,46,2004-09-17,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
141,1,6,TENSAS,,2016-10-27,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
141,2,6,TENSAS,,2016-10-27,RS 14:34.1 Second Degree Battery,RS 14:34.1,Second Degree Battery
142,1,9,RAPIDES,50,2013-06-12,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
143,1,9,RAPIDES,37,2014-02-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
143,2,9,RAPIDES,37,2014-02-13,RS 14:130.1 Obstruction Of Justice,RS 14:130.1,Obstruction Of Justice
144,1,9,RAPIDES,39,2016-07-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
145,1,9,RAPIDES,51,2014-01-31,RS 14.31 Manslaughter,RS 14.31,Manslaughter
146,1,9,RAPIDES,48,2007-05-17,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
146,2,9,RAPIDES,48,2007-05-17,RS 14:34 Aggravated Battery,RS 14:34,Aggravated Battery
147,1,9,RAPIDES,63,2000-04-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
148,1,9,RAPIDES,38,2012-03-08,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
148,2,9,RAPIDES,38,2012-03-08,RS 14:44.1 Second Degree Kidnapping,RS 14:44.1,Second Degree Kidnapping
149,1,9,RAPIDES,,1993-03-18,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
150,1,9,RAPIDES,,2007-11-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
150,2,9,RAPIDES,,2007-11-29,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
151,1,10,NATCHITOCHES,45,2010-07-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
152,1,10,NATCHITOCHES,34,2012-03-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
152,2,10,NATCHITOCHES,34,2012-03-21,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
153,1,10,NATCHITOCHES,,1989-01-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
154,1,11,SABINE,47,2006-07-13,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
155,1,11,SABINE,,1996-04-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
156,1,11,SABINE,54,2006-07-13,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
157,1,12,AVOYELLES,62,1996-10-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
158,1,12,AVOYELLES,50,2006-03-22,RS 14.31 Manslaughter,RS 14.31,Manslaughter
159,1,12,AVOYELLES,51,2002-05-30,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
160,1,12,AVOYELLES,46,2017-09-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
161,1,12,AVOYELLES,61,2006-02-16,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
162,1,13,EVANGELINE,58,1999-10-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
163,1,13,EVANGELINE,50,2010-03-05,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
163,2,13,EVANGELINE,50,2010-03-05,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
163,3,13,EVANGELINE,50,2010-03-05,RS 14:(26)64 Conspiracy To Commit Armed Robbery,RS 14:(26)64,Conspiracy To Commit Armed Robbery
163,4,13,EVANGELINE,50,2010-03-05,RS 14:(26)60 Conspiracy To Commit Aggravated Burglary,RS 14:(26)60,Conspiracy To Commit Aggravated Burglary
164,1,13,EVANGELINE,,2003-09-19,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
164,2,13,EVANGELINE,,2003-09-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
164,3,13,EVANGELINE,,2003-09-19,RS 14:32.7 Second Degree Feticide,RS 14:32.7,Second Degree Feticide
165,1,14,CALCASIEU,59,2015-04-27,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
165,2,14,CALCASIEU,59,2015-04-27,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
166,1,14,CALCASIEU,37,2014-09-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
166,2,14,CALCASIEU,37,2014-09-15,RS 14:34 Aggravated Battery,RS 14:34,Aggravated Battery
167,1,14,CALCASIEU,61,2012-04-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
168,1,14,CALCASIEU,61,2010-03-12,RS 14.27 Attempt; RS 14:34.6 Disarming A Police Officer,RS 14.27; RS 14:34.6,Attempt; Disarming A Police Officer
168,2,14,CALCASIEU,61,2010-03-12,RS 14:34.1 Second Degree Battery,RS 14:34.1,Second Degree Battery
168,3,14,CALCASIEU,61,2010-03-12,RS 14:67 Theft,RS 14:67,Theft
169,1,14,CALCASIEU,41,2017-03-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
170,1,14,CALCASIEU,47,2009-09-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
171,1,14,CALCASIEU,43,2005-06-17,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
171,2,14,CALCASIEU,43,2005-06-17,RS 14:44.1 Second Degree Kidnapping,RS 14:44.1,Second Degree Kidnapping
172,1,14,CALCASIEU,40,2010-11-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
173,1,14,CALCASIEU,45,2016-07-25,RS 14.31 Manslaughter,RS 14.31,Manslaughter
174,1,14,CALCASIEU,69,1999-12-03,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
175,1,14,CALCASIEU,41,2008-01-25,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
176,1,14,CALCASIEU,63,2012-04-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
177,1,14,CALCASIEU,75,1991-03-13,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
178,1,14,CALCASIEU,31,2017-03-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
179,1,14,CALCASIEU,52,2006-02-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
180,1,14,CALCASIEU,40,2017-06-15,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
181,1,14,CALCASIEU,47,2011-08-29,RS 14:89.1(A)(2)(a) Aggravated Incest,RS 14:89.1(A)(2)(a),Aggravated Incest
182,1,14,CALCASIEU,65,2010-12-02,RS 14.51 Aggravated Arson,RS 14.51,Aggravated Arson
182,2,14,CALCASIEU,65,2010-12-02,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
183,1,14,CALCASIEU,42,2007-10-26,RS 14.31 Manslaughter,RS 14.31,Manslaughter
184,1,14,CALCASIEU,42,2012-03-19,RS 14.31 Manslaughter,RS 14.31,Manslaughter
185,1,14,CALCASIEU,42,2008-03-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
186,1,14,CALCASIEU,60,1988-09-21,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
187,1,14,CALCASIEU,43,2017-02-22,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
188,1,14,CALCASIEU,64,1993-01-03,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
189,1,14,CALCASIEU,50,2017-04-24,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
190,1,14,CALCASIEU,39,2011-02-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
191,1,14,CALCASIEU,69,2002-04-04,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
192,1,14,CALCASIEU,51,1997-04-17,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
193,1,14,CALCASIEU,,2000-03-01,RS 14.27 Attempt; RS 14.42 Aggravated Rape,RS 14.27; RS 14.42,Attempt; Aggravated Rape
193,2,14,CALCASIEU,,2000-03-01,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
193,3,14,CALCASIEU,,2000-03-01,RS 14:89.1 Aggravated Crime Against Nature,RS 14:89.1,Aggravated Crime Against Nature
194,1,14,CALCASIEU,50,2014-05-12,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
195,1,14,CALCASIEU,52,2004-05-04,RS 14:34.1 Second Degree Battery,RS 14:34.1,Second Degree Battery
195,2,14,CALCASIEU,52,2004-05-04,RS 14:44.1 Second Degree Kidnapping,RS 14:44.1,Second Degree Kidnapping
196,1,14,CALCASIEU,,2006-11-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
196,2,14,CALCASIEU,,2006-11-10,RS 14.31 Manslaughter,RS 14.31,Manslaughter
197,1,14,CALCASIEU,48,2015-07-16,RS 14:34 Aggravated Battery,RS 14:34,Aggravated Battery
197,2,14,CALCASIEU,48,2015-07-16,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
198,1,15,ACADIA,74,1988-12-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
199,1,15,LAFAYETTE,55,2007-11-27,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
200,1,15,LAFAYETTE,55,2000-11-29,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
200,2,15,LAFAYETTE,55,2000-11-29,RS 14:67.15 Theft Of A Firearm,RS 14:67.15,Theft Of A Firearm
201,1,15,LAFAYETTE,57,1994-03-04,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
201,2,15,LAFAYETTE,57,1994-03-04,RS 14:34 Aggravated Battery,RS 14:34,Aggravated Battery
202,1,15,LAFAYETTE,49,2003-08-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
203,1,15,LAFAYETTE,57,2007-11-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
204,1,15,LAFAYETTE,35,2012-08-15,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
204,2,15,LAFAYETTE,35,2012-08-15,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
205,1,15,LAFAYETTE,39,2009-05-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
206,1,15,LAFAYETTE,70,2012-09-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
207,1,15,LAFAYETTE,50,1991-01-31,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
208,1,15,LAFAYETTE,48,1996-03-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
209,1,15,LAFAYETTE,58,2001-06-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
210,1,15,LAFAYETTE,45,2008-05-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
211,1,15,LAFAYETTE,42,2004-08-27,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
211,2,15,LAFAYETTE,42,2004-08-27,RS 14.31 Manslaughter,RS 14.31,Manslaughter
212,1,15,LAFAYETTE,64,1992-12-17,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
213,1,15,LAFAYETTE,54,2006-12-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
214,1,15,LAFAYETTE,53,2013-08-23,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
215,1,15,LAFAYETTE,53,2001-11-28,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
216,1,15,LAFAYETTE,62,2004-12-08,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
217,1,15,LAFAYETTE,,2001-02-08,RS 14.31 Manslaughter,RS 14.31,Manslaughter
218,1,15,LAFAYETTE,,1986-03-27,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
219,1,15,LAFAYETTE,60,2012-01-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
220,1,15,LAFAYETTE,64,1996-02-07,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
221,1,15,LAFAYETTE,44,1989-08-31,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
221,2,15,LAFAYETTE,44,1989-08-31,RS 14:64.2 Carjacking,RS 14:64.2,Carjacking
222,1,15,LAFAYETTE,54,2005-03-30,RS 14.31 Manslaughter,RS 14.31,Manslaughter
222,2,15,LAFAYETTE,54,2005-03-30,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
223,1,15,LAFAYETTE,46,2015-09-10,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
223,2,15,LAFAYETTE,46,2015-09-10,RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:27; RS 14.31,Attempt; Manslaughter
224,1,15,LAFAYETTE,40,1993-11-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
225,1,15,LAFAYETTE,62,2011-02-24,RS 14:64.4 Second Degree Robbery,RS 14:64.4,Second Degree Robbery
226,1,15,VERMILION,68,2010-08-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
227,1,15,VERMILION,55,2000-06-22,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
228,1,15,VERMILION,,2008-01-31,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
229,1,15,Vermillion,,2009-08-18,RS 14.27 Attempt; RS 14:30 First Degree,RS 14.27; RS 14:30,Attempt; First Degree
